# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 8.00000 0.0900000036 1.0816895926    0.090 -2.755  3.4013  4.705    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.31e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.658 13.705 16.472 12.229
0.0152 0.01508 8.00000 0.0931723565 1.1114012737    0.093 -2.730  3.4048  4.708    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.44e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.594 13.642 16.410 12.165
0.0152 0.01508 8.00000 0.1000000015 1.1711064122    0.100 -2.675  3.4126  4.715    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.457 13.504 16.274 12.028
0.0152 0.01508 8.00000 0.1009420455 1.1789277777    0.101 -2.668  3.4135  4.716    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.441 13.488 16.258 12.011
0.0152 0.01508 8.00000 0.1116045266 1.2613248813    0.112 -2.593  3.4232  4.724    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.254 13.216 15.878 11.759
0.0152 0.01508 8.00000 0.1200000122 1.3193155232    0.120 -2.538  3.4310  4.731    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.58e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.116 12.964 15.483 11.533
0.0152 0.01508 8.00000 0.1400000006 1.4384526719    0.140 -2.432  3.4434  4.741    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.36e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.849 12.537 14.864 11.144
0.0152 0.01508 8.00000 0.1422024220 1.4502120234    0.142 -2.421  3.4447  4.742    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.44e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.822 12.494 14.802 11.105
0.0152 0.01508 8.00000 0.1599999964 1.5372931554    0.160 -2.338  3.4543  4.750    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.16e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.616 12.167 14.325 10.809
0.0152 0.01508 8.00000 0.2000000030 1.6938790862    0.200 -2.186  3.4712  4.761    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.72e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.234 11.588 13.500 10.284
0.0152 0.01508 8.00000 0.2232969105 1.7674175988    0.223 -2.112  3.4788  4.766    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.62e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.049 11.320 13.131 10.041
0.0152 0.01508 8.00000 0.2500000000 1.8403257998    0.250 -2.035  3.4867  4.770    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.68e-16      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.858 11.043 12.748 9.792
0.0152 0.01508 8.00000 0.2923896313 1.9374168521    0.292 -1.928  3.4967  4.771    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.590 10.680 12.270 9.461
0.0152 0.01508 8.00000 0.3000000119 1.9529139769    0.300 -1.910  3.4984  4.771    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.546 10.621 12.194 9.407
0.0152 0.01508 8.00000 0.3500000238 2.0434175133    0.350 -1.796  3.5087  4.765    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.260 10.250 11.724 9.067
0.0152 0.01508 8.00000 0.4000000358 2.1185024810    0.400 -1.681  3.5194  4.750    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.77e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.972 9.879 11.259 8.727
0.0152 0.01508 8.00000 0.4500000477 2.1822809714    0.450 -1.558  3.5314  4.727    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.26e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.666 9.488 10.773 8.371
0.0152 0.01508 8.00000 0.5000000000 2.2374541529    0.500 -1.421  3.5474  4.699    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.02e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.322 9.041 10.216 7.969
0.0152 0.01508 8.00000 0.5251325369 2.2619431669    0.525 -1.332  3.5602  4.683    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 8.099 8.738 9.831 7.702
0.0152 0.01508 8.00000 0.5500000119 2.2836582633    0.550 -1.247  3.5722  4.666    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.45e-15      0.00 7.092e-01 2.755e-01 2.745e-03 7.406e-04 6.717e-03 -1.000 1.527e-02 7.888 8.452 9.472 7.453
0.0152 0.01508 8.00000 0.5576420426 2.2898857804    0.557 -1.217  3.5774  4.663    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-15      0.00 7.092e-01 2.755e-01 2.745e-03 7.406e-04 6.717e-03 -1.000 1.527e-02 7.814 8.346 9.337 7.362
