# Zini   MH      logAge Mini         int_IMF      Mass  logL   logTe  logg   label McoreTP C_O   period0 period1 period2 period3 period4 pmode Mloss     tau1m X      Y      Xc       Xn       Xo       Cexcess Z       mbolmag Gmag   G_BPmag G_RPmag
  0.0152 0.01508 9.0    2.3085348606 2.5796692302 2.288 3.264  3.5647 0.744  8     0.537   0.386 45.34   27.4    18.54   14.11   11.55   3     -1.05E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.39   -2.588 -1.489  -3.623 
  0.0152 0.01508 9.0    2.3085446358 2.5796695289 2.288 3.409  3.5496 0.539  8     0.538   0.386 68.0    39.74   26.44   20.24   16.58   3     -1.97E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.752  -2.718 -1.372  -3.847 
  0.0152 0.01508 9.0    2.3085563183 2.5796698859 2.288 3.511  3.5388 0.394  8     0.539   0.386 90.42   51.62   33.93   26.08   21.38   2     -3.04E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.007  -2.767 -1.18   -3.97  
  0.0152 0.01508 9.0    2.3085699081 2.5796703012 2.287 3.564  3.5332 0.318  8     0.539   0.386 105.08  59.24   38.71   29.81   24.45   2     -3.81E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.14   -2.777 -1.045  -4.019 
  0.0152 0.01508 9.0    2.3085858822 2.5796707894 2.287 3.586  3.5309 0.287  8     0.54    0.386 111.71  62.67   40.84   31.47   25.82   2     -4.18E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.195  -2.782 -0.991  -4.039 
  0.0152 0.01508 9.0    2.308604002  2.5796713431 2.286 3.596  3.53   0.273  8     0.541   0.386 114.69  64.2    41.79   32.22   26.43   2     -4.35E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.219  -2.785 -0.969  -4.049 
  0.0152 0.01508 9.0    2.3086044788 2.5796713577 2.286 3.46   3.5442 0.466  8     0.541   0.386 78.52   45.35   29.99   23.0    18.85   3     -2.46E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.88   -2.745 -1.283  -3.911 
  0.0152 0.01508 9.0    2.3086059093 2.5796714014 2.286 3.353  3.5556 0.619  8     0.541   0.386 58.04   34.37   23.01   17.58   14.4    3     -1.55E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.612  -2.675 -1.437  -3.766 
  0.0152 0.01508 9.0    2.308608532  2.5796714815 2.285 3.142  3.5781 0.919  8     0.541   0.386 32.11   19.97   13.7    10.38   8.49    4     -6.15E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.085  -2.446 -1.496  -3.411 
  0.0152 0.01508 9.0    2.3086130619 2.5796716199 2.285 3.099  3.5827 0.981  8     0.541   0.386 28.43   17.86   12.32   9.32    7.62    4     -5.07E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -2.977  -2.386 -1.474  -3.329 
  0.0152 0.01508 9.0    2.3086192608 2.5796718094 2.285 3.165  3.5757 0.887  8     0.542   0.386 34.23   21.18   14.49   10.99   8.99    4     -6.81E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.142  -2.476 -1.501  -3.452 
  0.0152 0.01508 9.0    2.308627367  2.5796720571 2.285 3.305  3.5607 0.686  8     0.542   0.386 50.84   30.44   20.49   15.63   12.8    3     -1.26E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.494  -2.636 -1.482  -3.695 
  0.0152 0.01508 9.0    2.3086373806 2.5796723631 2.284 3.447  3.5455 0.484  8     0.543   0.386 75.66   43.84   29.03   22.26   18.24   3     -2.32E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.846  -2.736 -1.304  -3.893 
  0.0152 0.01508 9.0    2.3086495399 2.5796727346 2.284 3.546  3.5349 0.342  8     0.543   0.386 100.1   56.67   37.1    28.55   23.41   2     -3.54E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.095  -2.768 -1.079  -3.998 
  0.0152 0.01508 9.0    2.3086638451 2.5796731717 2.283 3.598  3.5292 0.267  8     0.544   0.386 116.15  64.95   42.26   32.59   26.73   2     -4.42E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.226  -2.771 -0.933  -4.04  
  0.0152 0.01508 9.0    2.3086805344 2.5796736817 2.283 3.62   3.5267 0.235  8     0.545   0.386 123.66  68.79   44.64   34.45   28.27   2     -4.85E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.281  -2.762 -0.855  -4.047 
  0.0152 0.01508 9.0    2.3086996078 2.5796742645 2.282 3.631  3.5256 0.22   8     0.546   0.386 127.32  70.65   45.79   35.36   29.01   2     -5.07E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.307  -2.759 -0.819  -4.05  
  0.0152 0.01508 9.0    2.3086998463 2.5796742718 2.281 3.509  3.5388 0.395  8     0.546   0.386 90.25   51.53   33.88   26.04   21.35   2     -3.03E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.001  -2.76  -1.17   -3.963 
  0.0152 0.01508 9.0    2.3087012768 2.5796743155 2.281 3.402  3.5503 0.547  8     0.546   0.386 66.85   39.13   26.05   19.94   16.34   3     -1.93E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.736  -2.714 -1.383  -3.839 
  0.0152 0.01508 9.0    2.3087041378 2.5796744029 2.281 3.195  3.5729 0.845  8     0.547   0.386 37.14   22.83   15.57   11.82   9.67    4     -7.82E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.216  -2.519 -1.516  -3.509 
  0.0152 0.01508 9.0    2.3087084293 2.579674534  2.281 3.15   3.5777 0.909  8     0.547   0.386 32.74   20.33   13.94   10.57   8.64    4     -6.42E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.105  -2.462 -1.508  -3.428 
  0.0152 0.01508 9.0    2.3087143898 2.5796747161 2.281 3.214  3.5707 0.817  8     0.547   0.386 39.27   24.03   16.35   12.42   10.17   4     -8.53E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.266  -2.543 -1.52   -3.544 
  0.0152 0.01508 9.0    2.3087222576 2.5796749565 2.28  3.35   3.5559 0.621  8     0.548   0.386 57.73   34.21   22.91   17.5    14.33   3     -1.54E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.606  -2.673 -1.438  -3.762 
  0.0152 0.01508 9.0    2.3087320328 2.5796752552 2.28  3.486  3.5409 0.425  8     0.548   0.386 84.92   48.74   32.12   24.67   20.22   3     -2.76E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.946  -2.749 -1.213  -3.937 
  0.0152 0.01508 9.0    2.3087437153 2.5796756122 2.279 3.582  3.5304 0.288  8     0.549   0.386 111.38  62.5    40.73   31.39   25.75   2     -4.13E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.184  -2.76  -0.957  -4.021 
  0.0152 0.01508 9.0    2.308757782  2.579676042  2.279 3.632  3.5248 0.215  8     0.55    0.386 128.52  71.27   46.17   35.66   29.26   2     -5.1E-8   0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.309  -2.739 -0.777  -4.036 
  0.0152 0.01508 9.0    2.3087739944 2.5796765373 2.278 3.652  3.5224 0.185  8     0.551   0.386 136.43  75.28   48.65   37.6    30.86   2     -5.57E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.361  -2.728 -0.696  -4.04  
  0.0152 0.01508 9.0    2.3087923527 2.5796770982 2.277 3.662  3.5213 0.171  8     0.552   0.386 140.22  77.19   49.83   38.53   31.62   2     -5.8E-8   0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.384  -2.722 -0.656  -4.041 
  0.0152 0.01508 9.0    2.3087928295 2.5796771128 2.276 3.555  3.5331 0.325  8     0.552   0.386 103.5   58.44   38.2    29.41   24.12   2     -3.71E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.117  -2.751 -1.017  -3.993 
  0.0152 0.01508 9.0    2.30879426   2.5796771565 2.276 3.449  3.5449 0.478  8     0.552   0.386 76.5    44.29   29.31   22.48   18.42   3     -2.36E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.851  -2.729 -1.282  -3.89  
  0.0152 0.01508 9.0    2.308797121  2.5796772439 2.276 3.244  3.5676 0.774  8     0.552   0.386 42.72   25.96   17.6    13.39   10.96   3     -9.79E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.34   -2.577 -1.515  -3.595 
  0.0152 0.01508 9.0    2.308801651  2.5796773823 2.276 3.198  3.5727 0.84   8     0.553   0.386 37.51   23.04   15.7    11.93   9.76    4     -8.01E-9  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.226  -2.526 -1.522  -3.517 
  0.0152 0.01508 9.0    2.3088078499 2.5796775717 2.275 3.262  3.5657 0.748  8     0.553   0.386 44.9    27.17   18.38   14.0    11.46   3     -1.06E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.384  -2.595 -1.508  -3.625 
  0.0152 0.01508 9.0    2.3088159561 2.5796778193 2.275 3.393  3.551  0.558  8     0.554   0.386 65.39   38.35   25.55   19.55   16.02   3     -1.87E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.714  -2.704 -1.386  -3.824 
  0.0152 0.01508 9.0    2.3088262081 2.5796781325 2.274 3.525  3.5364 0.367  8     0.554   0.386 95.19   54.12   35.5    27.3    22.39   2     -3.28E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.043  -2.749 -1.099  -3.969 
  0.0152 0.01508 9.0    2.3088386059 2.5796785113 2.274 3.618  3.526  0.233  8     0.555   0.386 123.96  68.94   44.73   34.53   28.33   2     -4.84E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.274  -2.736 -0.809  -4.025 
  0.0152 0.01508 9.0    2.3088531494 2.5796789556 2.273 3.667  3.5205 0.162  8     0.556   0.386 142.57  78.38   50.56   39.1    32.09   2     -5.94E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.396  -2.713 -0.624  -4.037 
  0.0152 0.01508 9.0    2.3088700771 2.5796794728 2.272 3.687  3.5182 0.132  8     0.557   0.386 151.35  82.79   53.28   41.24   33.85   2     -6.72E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.448  -2.691 -0.527  -4.029 
  0.0152 0.01508 9.0    2.308889389  2.5796800627 2.271 3.697  3.5171 0.117  8     0.558   0.386 155.8   85.02   54.64   42.31   34.73   2     -7.46E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.474  -2.679 -0.479  -4.024 
  0.0152 0.01508 9.0    2.3088896275 2.57968007   2.27  3.608  3.5271 0.247  8     0.558   0.386 120.65  67.25   43.68   33.71   27.65   2     -4.67E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.25   -2.741 -0.846  -4.023 
  0.0152 0.01508 9.0    2.308891058  2.5796801137 2.27  3.5    3.5393 0.403  8     0.559   0.386 88.58   50.66   33.33   25.61   21.0    2     -2.97E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.98   -2.751 -1.177  -3.951 
  0.0152 0.01508 9.0    2.308893919  2.5796802011 2.27  3.299  3.5622 0.696  8     0.559   0.386 49.73   29.84   20.1    15.33   12.55   3     -1.25E-8  0.0   0.677  0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.477  -2.64  -1.506  -3.69  
  0.0152 0.01508 9.0    2.3088982105 2.5796803322 2.27  3.251  3.5676 0.765  8     0.559   0.386 43.41   26.35   17.85   13.59   11.12   3     -1.02E-8  0.0   0.677  0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.358  -2.595 -1.532  -3.614 
  0.0152 0.01508 9.0    2.3089044094 2.5796805216 2.269 3.312  3.5607 0.676  8     0.56    0.386 51.72   30.94   20.81   15.88   13.0    3     -1.33E-8  0.0   0.677  0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.511  -2.653 -1.499  -3.712 
  0.0152 0.01508 9.0    2.3089122772 2.5796807619 2.268 3.439  3.5463 0.492  8     0.56    0.386 74.36   43.15   28.59   21.92   17.97   3     -2.29E-8  0.0   0.677  0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.827  -2.731 -1.315  -3.883 
  0.0152 0.01508 9.0    2.3089220524 2.5796810606 2.268 3.564  3.5319 0.309  8     0.561   0.386 106.67  60.07   39.22   30.21   24.78   2     -3.9E-8   0.0   0.677  0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.141  -2.75  -0.987  -4.001 
  0.0152 0.01508 9.0    2.3089339733 2.5796814247 2.267 3.652  3.5219 0.181  8     0.562   0.386 137.23  75.68   48.89   37.8    31.02   2     -5.63E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.36   -2.713 -0.665  -4.028 
  0.0152 0.01508 9.0    2.30894804   2.5796818544 2.266 3.697  3.5166 0.114  8     0.563   0.386 156.53  85.38   54.86   42.49   34.88   2     -7.53E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.474  -2.665 -0.451  -4.012 
  0.0152 0.01508 9.0    2.3089644909 2.579682357  2.264 3.716  3.5145 0.087  8     0.564   0.386 165.19  89.7    57.51   44.57   36.59   2     -9.13E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.52   -2.64  -0.355  -4.0   
  0.0152 0.01508 9.0    2.3089830875 2.579682925  2.263 3.724  3.5136 0.075  8     0.565   0.386 169.18  91.69   58.72   45.53   37.38   2     -9.95E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.54   -2.629 -0.314  -3.995 
  0.0152 0.01508 9.0    2.308983326  2.5796829323 2.263 3.652  3.5219 0.18   8     0.565   0.386 137.39  75.76   48.94   37.84   31.05   2     -5.66E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.359  -2.711 -0.662  -4.026 
  0.0152 0.01508 9.0    2.3089847565 2.579682976  2.262 3.543  3.5345 0.34   8     0.565   0.386 100.28  56.77   37.15   28.6    23.45   2     -3.59E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.086  -2.752 -1.054  -3.984 
  0.0152 0.01508 9.0    2.3089871407 2.5796830488 2.262 3.345  3.5575 0.63   8     0.566   0.386 56.63   33.62   22.53   17.21   14.1    3     -1.55E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.592  -2.685 -1.478  -3.764 
  0.0152 0.01508 9.0    2.3089911938 2.5796831726 2.262 3.296  3.5631 0.701  8     0.566   0.386 49.2    29.56   19.92   15.19   12.43   3     -1.26E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.47   -2.646 -1.524  -3.691 
  0.0152 0.01508 9.0    2.3089966774 2.5796833402 2.261 3.356  3.5562 0.613  8     0.566   0.386 58.47   34.62   23.17   17.71   14.5    3     -1.63E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.619  -2.692 -1.463  -3.779 
  0.0152 0.01508 9.0    2.30900383   2.5796835586 2.26  3.478  3.542  0.435  8     0.567   0.386 83.18   47.83   31.54   24.22   19.86   3     -2.74E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.924  -2.747 -1.235  -3.928 
  0.0152 0.01508 9.0    2.3090126514 2.5796838281 2.259 3.598  3.5279 0.257  8     0.568   0.386 117.97  65.88   42.83   33.05   27.11   2     -4.55E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.225  -2.737 -0.864  -4.014 
  0.0152 0.01508 9.0    2.3090233803 2.5796841558 2.258 3.682  3.518  0.134  8     0.568   0.386 150.52  82.37   53.01   41.04   33.68   2     -6.5E-8   0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.435  -2.672 -0.503  -4.011 
  0.0152 0.01508 9.0    2.3090362549 2.5796845491 2.257 3.726  3.5128 0.069  8     0.569   0.386 171.06  92.61   59.29   45.98   37.74   2     -1.02E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.545  -2.609 -0.27   -3.98  
  0.0152 0.01508 9.0    2.3090507984 2.5796849933 2.256 3.744  3.5106 0.042  8     0.571   0.386 180.44  97.26   62.12   48.21   39.58   2     -1.24E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.59   -2.582 -0.172  -3.966 
  0.0152 0.01508 9.0    2.3090677261 2.5796855103 2.254 3.752  3.5096 0.029  8     0.572   0.386 185.02  99.51   63.5    49.3    40.48   2     -1.35E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.611  -2.57  -0.129  -3.96  
  0.0152 0.01508 9.0    2.3090679646 2.5796855176 2.253 3.696  3.5162 0.112  8     0.572   0.386 157.01  85.62   55.0    42.61   34.97   2     -7.54E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.469  -2.647 -0.421  -3.997 
  0.0152 0.01508 9.0    2.3090691566 2.579685554  2.253 3.585  3.5293 0.275  8     0.572   0.386 113.93  63.81   41.54   32.04   26.28   2     -4.35E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.193  -2.742 -0.91   -4.01  
  0.0152 0.01508 9.0    2.3090715408 2.5796856269 2.253 3.391  3.5524 0.562  8     0.572   0.386 64.66   37.98   25.3    19.37   15.87   3     -1.91E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.707  -2.719 -1.424  -3.83  
  0.0152 0.01508 9.0    2.3090753555 2.5796857434 2.252 3.34   3.5584 0.636  8     0.573   0.386 55.84   33.2    22.26   17.0    13.92   3     -1.54E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.581  -2.689 -1.498  -3.762 
  0.0152 0.01508 9.0    2.3090806007 2.5796859036 2.251 3.398  3.5515 0.55   8     0.573   0.386 66.1    38.75   25.8    19.75   16.18   3     -1.98E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.725  -2.724 -1.414  -3.841 
  0.0152 0.01508 9.0    2.3090872765 2.5796861075 2.251 3.515  3.5376 0.378  8     0.574   0.386 92.92   52.95   34.75   26.73   21.92   2     -3.25E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.018  -2.751 -1.133  -3.962 
  0.0152 0.01508 9.0    2.3090956211 2.5796863624 2.249 3.63   3.5239 0.208  8     0.574   0.386 129.95  71.99   46.61   36.02   29.55   2     -5.26E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.305  -2.711 -0.722  -4.013 
  0.0152 0.01508 9.0    2.3091058731 2.5796866755 2.248 3.709  3.5144 0.09   8     0.575   0.386 163.91  89.06   57.1    44.27   36.34   2     -8.76E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.503  -2.619 -0.332  -3.981 
  0.0152 0.01508 9.0    2.3091180325 2.5796870469 2.246 3.75   3.5094 0.029  8     0.576   0.386 184.76  99.38   63.41   49.23   40.42   2     -1.34E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.605  -2.56  -0.114  -3.95  
  0.0152 0.01508 9.0    2.3091318607 2.5796874692 2.245 3.766  3.5075 0.005  8     0.577   0.386 193.83  103.84  66.12   51.38   42.19   2     -1.58E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.645  -2.537 -0.04   -3.937 
  0.0152 0.01508 9.0    2.3091478348 2.5796879571 2.242 3.773  3.5066 -0.006 8     0.579   0.386 197.8   105.78  67.3    52.31   42.95   2     -1.7E-7   0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.662  -2.527 -0.007  -3.931 
  0.0152 0.01508 9.0    2.3091480732 2.5796879644 2.242 3.731  3.5116 0.056  8     0.579   0.386 175.19  94.65   60.52   46.96   38.55   2     -1.11E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.558  -2.583 -0.204  -3.96  
  0.0152 0.01508 9.0    2.3091492653 2.5796880008 2.242 3.62   3.525  0.221  8     0.579   0.386 126.54  70.26   45.53   35.18   28.86   2     -5.1E-8   0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.28   -2.716 -0.76   -4.011 
  0.0152 0.01508 9.0    2.3091516495 2.5796880736 2.241 3.429  3.5482 0.504  8     0.579   0.386 72.28   42.07   27.9    21.39   17.53   3     -2.29E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.802  -2.741 -1.365  -3.88  
  0.0152 0.01508 9.0    2.3091554642 2.5796881901 2.241 3.377  3.5544 0.581  8     0.579   0.386 62.16   36.64   24.45   18.71   15.32   3     -1.84E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.673  -2.717 -1.456  -3.816 
  0.0152 0.01508 9.0    2.309160471  2.579688343  2.24  3.434  3.5475 0.496  8     0.58    0.386 73.46   42.69   28.29   21.7    17.78   3     -2.34E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.815  -2.742 -1.353  -3.886 
  0.0152 0.01508 9.0    2.3091671467 2.5796885469 2.238 3.547  3.5338 0.328  8     0.58    0.386 102.35  57.85   37.82   29.13   23.89   2     -3.78E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.098  -2.747 -1.031  -3.985 
  0.0152 0.01508 9.0    2.3091754913 2.5796888017 2.237 3.658  3.5203 0.163  8     0.581   0.386 141.66  77.91   50.25   38.89   31.91   2     -6.0E-8   0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.374  -2.684 -0.59   -4.01  
  0.0152 0.01508 9.0    2.3091855049 2.5796891076 2.235 3.734  3.511  0.049  8     0.582   0.386 177.37  95.72   61.17   47.48   38.98   2     -1.15E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.565  -2.568 -0.169  -3.95  
  0.0152 0.01508 9.0    2.3091974258 2.5796894716 2.233 3.773  3.5061 -0.01  8     0.583   0.386 199.35  106.52  67.75   52.67   43.25   2     -1.74E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.663  -2.511 0.025   -3.917 
  0.0152 0.01508 9.0    2.3092112541 2.5796898939 2.231 3.789  3.504  -0.035 8     0.584   0.386 209.25  111.35  70.67   54.98   45.15   2     -2.06E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.703  -2.483 0.111   -3.9   
  0.0152 0.01508 9.0    2.3092269897 2.5796903745 2.228 3.796  3.5031 -0.046 8     0.586   0.386 214.01  113.66  72.07   56.09   46.07   2     -2.23E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.721  -2.469 0.154   -3.89  
  0.0152 0.01508 9.0    2.3092272282 2.5796903818 2.228 3.769  3.5063 -0.006 8     0.586   0.386 197.72  105.72  67.25   52.28   42.93   2     -1.68E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.653  -2.51  0.019   -3.915 
  0.0152 0.01508 9.0    2.3092284203 2.5796904182 2.227 3.657  3.5201 0.161  8     0.586   0.386 142.17  78.16   50.4    39.01   32.01   2     -6.07E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.374  -2.679 -0.579  -4.005 
  0.0152 0.01508 9.0    2.3092303276 2.5796904764 2.227 3.469  3.5433 0.441  8     0.586   0.386 81.7    47.07   31.05   23.86   19.55   3     -2.77E-8  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -3.904  -2.751 -1.267  -3.923 
  0.0152 0.01508 9.0    2.3092336655 2.5796905784 2.226 3.416  3.5498 0.521  8     0.586   0.386 69.87   40.79   27.08   20.76   17.01   3     -2.22E-8  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.771  -2.741 -1.401  -3.869 
  0.0152 0.01508 9.0    2.3092381954 2.5796907167 2.225 3.472  3.543  0.438  8     0.587   0.386 82.29   47.38   31.25   24.01   19.68   3     -2.81E-8  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -3.909  -2.751 -1.26   -3.925 
  0.0152 0.01508 9.0    2.3092441559 2.5796908987 2.224 3.58   3.5295 0.275  8     0.587   0.386 113.42  63.56   41.37   31.92   26.18   2     -4.43E-8  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.18   -2.735 -0.908  -4.002 
  0.0152 0.01508 9.0    2.3092515469 2.5796911244 2.222 3.686  3.5164 0.117  8     0.588   0.386 155.01  84.6    54.36   42.12   34.57   2     -7.14E-8  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.444  -2.628 -0.408  -3.977 
  0.0152 0.01508 9.0    2.3092606068 2.5796914011 2.22  3.758  3.5074 0.008  8     0.589   0.386 192.16  102.98  65.59   50.97   41.85   2     -1.51E-7  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.625  -2.515 -0.015  -3.915 
  0.0152 0.01508 9.0    2.3092710972 2.5796917215 2.218 3.795  3.5027 -0.048 8     0.59    0.386 214.62  113.95  72.24   56.23   46.18   2     -2.23E-7  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.717  -2.452 0.18    -3.876 
  0.0152 0.01508 9.0    2.3092832565 2.5796920928 2.215 3.81   3.5007 -0.071 8     0.591   0.386 224.5   118.73  75.13   58.52   48.06   2     -2.6E-7   0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.754  -2.422 0.267   -3.856 
  0.0152 0.01508 9.0    2.3092973232 2.5796925223 2.212 3.816  3.4999 -0.082 8     0.592   0.386 229.05  120.93  76.45   59.57   48.93   2     -2.79E-7  0.0   0.6769 0.3077 0.001781 0.002417 0.00616  -1.0    0.01536 -4.769  -2.408 0.306   -3.846 
  0.0152 0.01508 9.0    2.3092975616 2.5796925296 2.211 3.802  3.5016 -0.061 8     0.592   0.386 219.82  116.46  73.75   57.43   47.17   2     -2.41E-7  0.0   0.6769 0.3077 0.001782 0.002417 0.00616  -1.0    0.01536 -4.734  -2.431 0.233   -3.861 
